REGION,GENE
YFR012W-A,YFR012W-A
YFR018C,YFR018C
YFR024C,YFR024C
YFR034W-A,YFR034W-A
YFR035C,YFR035C
YFR036W-A,YFR036W-A
YFR052C-A,YFR052C-A
YFR054C,YFR054C
YFR056C,YFR056C
YFR057W,YFR057W
YGR037C,ACB1
YGR204W,ADE3
YGL234W,ADE57
YGR061C,ADE6
YGL256W,ADH4
YGL071W,AFT1
YGL032C,AGA2
YGL160W,AIM14
YGL047W,ALG13
YGL065C,ALG2
YGL021W,ALK1
YGR225W,AMA1
YGL156W,AMS1
YGL242C,ANK1
YGR261C,APL6
YGL105W,ARC1
YGL157W,ARI1
YGL148W,ARO2
YGL117W,ARO5
YGL202W,ARO8
YGR068C,ART5
YGR097W,ASK10
YGR124W,ASN2
YGL017W,ATE1
YGR177C,ATF2
YGL180W,ATG1
YGR224W,AZR1
YGR282C,BGL2
YGL015C,BIL2
YGR286C,BIO2
YGR230W,BNS1
YGL220W,BOL2
YGR246C,BRF1
YGL007W,BRP1
YGL247W,BRR6
YGR142W,BTN2
YGR188C,BUB1
YGL174W,BUD13
YGR262C,BUD32
YGR041W,BUD9
YGR277C,CAB4
YGR134W,CAF130
YGR036C,CAX4
YGR140W,CBF2
YGR174C,CBP4
YGR217W,CCH1
YGR150C,CCM1
YGL116W,CDC20
YGL155W,CDC43
YGL190C,CDC55
YGL003C,CDH1
YGL130W,CEG1
YGL029W,CGR1
YGL206C,CHC1
YGR157W,CHO2
YGR207C,CIR1
YGL019W,CKB1
YGR108W,CLB1
YGR109C,CLB6
YGR167W,CLC1
YGR110W,CLD1
YGL215W,CLG1
YGL223C,COG1
YGR120C,COG2
YGL005C,COG7
YGR255C,COQ6
YGL119W,COQ8
YGL263W,COS12
YGR295C,COS6
YGL191W,COX13
YGR062C,COX18
YGL187C,COX4
YGR247W,CPD1
YGR189C,CRH1
YGR218W,CRM1
YGL238W,CSE1
YGR088W,CTT1
YGL110C,CUE3
YGR003W,CUL3
YGL166W,CUP2
YGR278W,CWC22
YGL128C,CWC23
YGL027C,CWH41
YGR155W,CYS4
YGR113W,DAM1
YGR092W,DBF2
YGL078C,DBP3
YGR227W,DIE2
YGL240W,DOC1
YGL041W-A,DPC13
YGR021W,DPC29
YGR093W,DRN1
YGL196W,DSD1
YGL043W,DST1
YGL061C,DUO1
YGR015C,EAT1
YGR146C,ECL1
YGR007W,ECT1
YGL222C,EDC1
YGR271C-A,EFG1
YGR001C,EFM5
YGR200C,ELP2
YGL231C,EMC4
YGL200C,EMP24
YGR254W,ENO1
YGR145W,ENP2
YGR071C,ENV11
YGR175C,ERG1
YGR060W,ERG25
YGL001C,ERG26
YGL012W,ERG4
YGL002W,ERP6
YGR029W,ERV1
YGL054C,ERV14
YGR284C,ERV29
YGR098C,ESP1
YGR131W,FHN1
YGL139W,FLC3
YGR052W,FMP48
YGR267C,FOL2
YGR196C,FYV8
YGL254W,FZF1
YGR083C,GCD2
YGL195W,GCN1
YGR252W,GCN5
YGL057C,GEP7
YGL020C,GET1
YGR066C,GID10
YGR256W,GND2
YGR149W,GPC1
YGL121C,GPG1
YGR216C,GPI1
YGL142C,GPI10
YGR032W,GSC2
YGR102C,GTF1
YGR154C,GTO1
YGR163W,GTR2
YGL181W,GTS1
YGL084C,GUP1
YGL245W,GUS1
YGL237C,HAP2
YGL040C,HEM2
YGL251C,HFM1
YGR187C,HGH1
YGR191W,HIP1
YGL077C,HNM1
YGL033W,HOP2
YGL194C,HOS2
YGL073W,HSF1
YGR223C,HSV2
YGR268C,HUA1
YGL141W,HUL5
YGL168W,HUR1
YGL253W,HXK2
YGR287C,IMA1
YGL192W,IME4
YGR031W,IMO32
YGL150C,INO80
YGL133W,ITC1
YGL018C,JAC1
YGL241W,KAP114
YGL016W,KAP122
YGR238C,KEL2
YGL203C,KEX1
YGL216W,KIP3
YGR040W,KSS1
YGL079W,KXD1
YGL085W,LCL3
YGL009C,LEU1
YGL090W,LIF1
YGR136W,LSB1
YGR244C,LSC2
YGL099W,LSG1
YGR169C-A,LSO2
YGR057C,LST7
YGL154C,LYS5
YGL086W,MAD1
YGR289C,MAL11
YGR292W,MAL12
YGR288W,MAL13
YGL201C,MCM6
YGR053C,MCO32
YGR012W,MCY1
YGL219C,MDM34
YGR100W,MDR1
YGL197W,MDS3
YGR121C,MEP1
YGR264C,MES1
YGL125W,MET13
YGL089C,MF(ALPHA)2
YGR249W,MGA1
YGR235C,MIC26
YGL035C,MIG1
YGL209W,MIG2
YGL106W,MLC1
YGL087C,MMS2
YGL183C,MND1
YGL068W,MNP1
YGL257C,MNT2
YGL124C,MON1
YGL080W,MPC1
YGR243W,MPC3
YGL010W,MPO1
YGL075C,MPS2
YGL178W,MPT5
YGL143C,MRF1
YGL064C,MRH4
YGL136C,MRM2
YGR084C,MRP13
YGR076C,MRPL25
YGR220C,MRPL9
YGR165W,MRPS35
YGR014W,MSB2
YGR171C,MSM1
YGR028W,MSP1
YGL051W,MST27
YGL226W,MTC3
YGR042W,MTE1
YGR023W,MTL1
YGR257C,MTM1
YGL236C,MTO1
YGR158C,MTR3
YGR055W,MUP1
YGR206W,MVB12
YGL122C,NAB2
YGR031C-A,NAG1
YGR232W,NAS6
YGR147C,NAT2
YGL091C,NBP35
YGL211W,NCS6
YGL221C,NIF3
YGR010W,NMA2
YGR089W,NNF2
YGR251W,NOP19
YGR103W,NOP7
YGL067W,NPY1
YGR043C,NQM1
YGL111W,NSA1
YGR159C,NSR1
YGL092W,NUP145
YGL172W,NUP49
YGR119C,NUP57
YGL151W,NUT1
YGL038C,OCH1
YGR179C,OKP1
YGL055W,OLE1
YGR038W,ORM1
YGL226C-A,OST5
YGR227C-A,OTO1
YGR078C,PAC10
YGL094C,PAN2
YGL261C,PAU11
YGR294W,PAU12
YGR178C,PBP1
YGL134W,PCL10
YGR101W,PCP1
YGR202C,PCT1
YGR087C,PDC6
YGL248W,PDE1
YGL013C,PDR1
YGR193C,PDX1
YGR058W,PEF1
YGR222W,PET54
YGL153W,PEX14
YGR239C,PEX21
YGR004W,PEX31
YGR168C,PEX35
YGR133W,PEX4
YGR077C,PEX8
YGR240C,PFK1
YGL025C,PGD1
YGR132C,PHB1
YGR231C,PHB2
YGR233C,PHO81
YGL023C,PIB2
YGR086C,PIL1
YGL059W,PKP2
YGL008C,PMA1
YGL006W,PMC1
YGL167C,PMR1
YGR199W,PMT6
YGL037C,PNC1
YGR030C,POP6
YGL205W,POX1
YGR123C,PPT1
YGR135W,PRE9
YGL053W,PRM8
YGR006W,PRP18
YGR091W,PRP31
YGR075C,PRP38
YGL120C,PRP43
YGR170W,PSD2
YGR156W,PTI1
YGL014W,PUF4
YGR253C,PUP2
YGL063W,PUS2
YGR169C,PUS6
YGR280C,PXR1
YGL062W,PYC1
YGR183C,QCR9
YGR258C,RAD2
YGL163C,RAD54
YGL058W,RAD6
YGL246C,RAI1
YGR173W,RBG2
YGL158W,RCK1
YGR250C,RIE1
YGL045W,RIM8
YGL107C,RMD9
YGR044C,RME1
YGL250W,RMR1
YGL044C,RNA15
YGR276C,RNH70
YGR180C,RNR4
YGL144C,ROG1
YGL171W,ROK1
YGR070W,ROM1
YGL070C,RPB9
YGR085C,RPL11B
YGL135W,RPL1B
YGL031C,RPL24A
YGR148C,RPL24B
YGR034W,RPL26B
YGL103W,RPL28
YGL030W,RPL30
YGL076C,RPL7A
YGL147C,RPL9A
YGL004C,RPN14
YGR214W,RPS0A
YGL123W,RPS2
YGR118W,RPS23A
YGR027C,RPS25A
YGL189C,RPS26A
YGL048C,RPT6
YGR095C,RRP46
YGL146C,RRT6
YGR056W,RSC1
YGL129C,RSM23
YGR215W,RSM27
YGR152C,RSR1
YGR213C,RTA1
YGL244W,RTF1
YGL252C,RTG2
YGR161C,RTS3
YGR275W,RTT102
YGL175C,SAE2
YGL229C,SAP4
YGR263C,SAY1
YGL011C,SCL1
YGR049W,SCM4
YGL126W,SCS3
YGL028C,SCW11
YGR279C,SCW4
YGL083W,SCY1
YGR245C,SDA1
YGL056C,SDS23
YGL224C,SDT1
YGL233W,SEC15
YGL137W,SEC27
YGR009C,SEC9
YGL100W,SEH1
YGR208W,SER2
YGL066W,SGF73
YGL228W,SHE10
YGR112W,SHY1
YGL208W,SIP2
YGR195W,SKI6
YGL213C,SKI8
YGR143W,SKN1
YGL113W,SLD3
YGR271W,SLH1
YGR212W,SLI1
YGR081C,SLX9
YGR074W,SMD1
YGR229C,SMI1
YGL115W,SNF4
YGR197C,SNG1
YGL131C,SNT2
YGR013W,SNU71
YGL127C,SOH1
YGR248W,SOL4
YGL093W,SPC105
YGR236C,SPG1
YGL170C,SPO74
YGR059W,SPR3
YGL207W,SPT16
YGR063C,SPT4
YGR116W,SPT6
YGR104C,SRB5
YGL097W,SRM1
YGR008C,STF2
YGL184C,STR3
YGL022W,STT3
YGL169W,SUA5
YGL162W,SUT1
YGR002C,SWC4
YGR129W,SYF2
YGL243W,TAD1
YGR274C,TAF1
YGL112C,TAF6
YGR046W,TAM41
YGL232W,TAN1
YGR205W,TDA10
YGR192C,TDH3
YGR099W,TEL2
YGR047C,TFC4
YGR186W,TFG1
YGR005C,TFG2
YGR024C,THG1
YGR144W,THI4
YGR162W,TIF4631
YGL049C,TIF4632
YGR181W,TIM13
YGR033C,TIM21
YGL145W,TIP20
YGR260W,TNA1
YGR082W,TOM20
YGR221C,TOS2
YGL179C,TOS3
YGL096W,TOS8
YGR096W,TPC1
YGL186C,TPN1
YGR138C,TPO2
YGL026C,TRP5
YGR166W,TRS65
YGR209C,TRX2
YGR080W,TWF1
YGR185C,TYS1
YGL050W,TYW3
YGR184C,UBR1
YGR048W,UFD1
YGR019W,UGA1
YGR283C,UPA1
YGR072W,UPF3
YGL098W,USE1
YGR090W,UTP22
YGR128C,UTP8
YGL212W,VAM7
YGR094W,VAS1
YGL258W,VEL1
YGR065C,VHT1
YGL227W,VID30
YGL036W,VIR1
YGR105W,VMA21
YGR020C,VMA7
YGR106C,VOA1
YGL095C,VPS45
YGR141W,VPS62
YGL104C,VPS73
YGL225W,VRG4
YGR125W,VSB1
YGR194C,XKS1
YGL173C,XRN1
YGR241C,YAP1802
YGL060W,YBP2
YGR203W,YCH1
YGL101W,YGK1
YGR234W,YHB1
YGR172C,YIP1
YGL198W,YIP4
YGL161C,YIP5
YGR281W,YOR1
YGR198W,YPP1
YGL259W,YPS5
YGL210W,YPT32
YGL164C,YRB30
YGR296W,YRF1-3
YGR270W,YTA7
YGL249W,ZIP2
YGR211W,ZPR1
YGL255W,ZRT1
YGR285C,ZUO1
YGL006W-A,YGL006W-A
YGL007C-A,YGL007C-A
YGL014C-A,YGL014C-A
YGL024W,YGL024W
YGL034C,YGL034C
YGL039W,YGL039W
YGL041C,YGL041C
YGL041C-B,YGL041C-B
YGL042C,YGL042C
YGL046W,YGL046W
YGL052W,YGL052W
YGL063C-A,YGL063C-A
YGL069C,YGL069C
YGL072C,YGL072C
YGL074C,YGL074C
YGL081W,YGL081W
YGL082W,YGL082W
YGL088W,YGL088W
YGL102C,YGL102C
YGL108C,YGL108C
YGL109W,YGL109W
YGL114W,YGL114W
YGL118C,YGL118C
YGL123C-A,YGL123C-A
YGL132W,YGL132W
YGL138C,YGL138C
YGL140C,YGL140C
YGL149W,YGL149W
YGL152C,YGL152C
YGL159W,YGL159W
YGL165C,YGL165C
YGL176C,YGL176C
YGL177W,YGL177W
YGL182C,YGL182C
YGL185C,YGL185C
YGL188C,YGL188C
YGL188C-A,YGL188C-A
YGL193C,YGL193C
YGL194C-A,YGL194C-A
YGL199C,YGL199C
YGL204C,YGL204C
YGL210W-A,YGL210W-A
YGL214W,YGL214W
YGL217C,YGL217C
YGL218W,YGL218W
YGL230C,YGL230C
YGL235W,YGL235W
YGL239C,YGL239C
YGL258W-A,YGL258W-A
YGL260W,YGL260W
YGL262W,YGL262W
YGR011W,YGR011W
YGR016W,YGR016W
YGR017W,YGR017W
YGR018C,YGR018C
YGR022C,YGR022C
YGR025W,YGR025W
YGR026W,YGR026W
YGR027W-A,YGR027W-A
YGR027W-B,YGR027W-B
YGR035C,YGR035C
YGR035W-A,YGR035W-A
YGR038C-A,YGR038C-A
YGR038C-B,YGR038C-B
YGR039W,YGR039W
YGR045C,YGR045C
YGR050C,YGR050C
YGR051C,YGR051C
YGR054W,YGR054W
YGR064W,YGR064W
YGR067C,YGR067C
YGR068W-A,YGR068W-A
YGR069W,YGR069W
YGR073C,YGR073C
YGR079W,YGR079W
YGR107W,YGR107W
YGR109W-A,YGR109W-A
YGR109W-B,YGR109W-B
YGR111W,YGR111W
YGR114C,YGR114C
YGR115C,YGR115C
YGR117C,YGR117C
YGR121W-A,YGR121W-A
YGR122C-A,YGR122C-A
YGR122W,YGR122W
YGR126W,YGR126W
YGR127W,YGR127W
YGR130C,YGR130C
YGR137W,YGR137W
YGR139W,YGR139W
YGR146C-A,YGR146C-A
YGR151C,YGR151C
YGR153W,YGR153W
YGR160W,YGR160W
YGR161C-C,YGR161C-C
YGR161C-D,YGR161C-D
YGR161W-A,YGR161W-A
YGR161W-B,YGR161W-B
YGR161W-C,YGR161W-C
YGR164W,YGR164W
YGR174W-A,YGR174W-A
YGR176W,YGR176W
YGR182C,YGR182C
YGR190C,YGR190C
YGR201C,YGR201C
YGR204C-A,YGR204C-A
YGR210C,YGR210C
YGR219W,YGR219W
YGR226C,YGR226C
YGR228W,YGR228W
YGR237C,YGR237C
YGR240C-A,YGR240C-A
YGR242W,YGR242W
YGR259C,YGR259C
YGR265W,YGR265W
YGR266W,YGR266W
YGR269W,YGR269W
YGR270C-A,YGR270C-A
YGR272C,YGR272C
YGR273C,YGR273C
YGR290W,YGR290W
YGR291C,YGR291C
YGR293C,YGR293C
YGR296C-A,YGR296C-A
YGR296C-B,YGR296C-B
YHR047C,AAP1
YHR093W,AHT1
YHL021C,AIM17
YHR198C,AIM18
YHR199C,AIM46
YHR126C,ANS1
YHR113W,APE4
YHL019C,APM2
YHR013C,ARD1
YHR018C,ARG4
YHL040C,ARN1
YHL047C,ARN2
YHR137W,ARO9
YHR129C,ARP1
YHR171W,ATG7
YHR208W,BAT1
YHR040W,BCD1
YHR101C,BIG1
YHR036W,BRL1
YHR114W,BZZ1
YHL038C,CBP2
YHR107C,CDC12
YHR166C,CDC23
YHR142W,CHS7
YHR122W,CIA2
YHR052W,CIC1
YHL048W,COS8
YHR116W,COX23
YHR051W,COX6
YHR057C,CPR2
YHR209W,CRG1
YHR146W,CRP1
YHR191C,CTF8
YHR109W,CTM1
YHR175W,CTR2
YHR053C,CUP1-1
YHR055C,CUP1-2
YHR028C,DAP2
YHR169W,DBP8
YHR144C,DCD1
YHR045W,DDE1
YHR019C,DED81
YHL044W,DFP4
YHR011W,DIA4
YHR115C,DMA1
YHR164C,DNA2
YHR044C,DOG1
YHR043C,DOG2
YHR143W,DSE2
YHL016C,DUR3
YHR068W,DYS1
YHR021W-A,ECM12
YHR132C,ECM14
YHL030W,ECM29
YHL043W,ECM34
YHL039W,EFM1
YHR193C,EGD2
YHR174W,ENO2
YHR123W,EPT1
YHR032W,ERC1
YHR007C,ERG11
YHR072W,ERG7
YHR190W,ERG9
YHR110W,ERP5
YHL010C,ETP1
YHR211W,FLO5
YHR176W,FMO1
YHR049W,FSH1
YHR128W,FUR1
YHR059W,FYV4
YHR089C,GAR1
YHR100C,GEP4
YHR108W,GGA2
YHR061C,GIC1
YHR183W,GND1
YHL031C,GOS1
YHR005C,GPA1
YHR188C,GPI16
YHR104W,GRE3
YHL032C,GUT1
YHL002W,HSE1
YHR067W,HTD2
YHR094C,HXT1
YHR092C,HXT4
YHR096C,HXT5
YHR132W-A,IGO2
YHR187W,IKI1
YHR216W,IMD2
YHR148W,IMP3
YHR046C,INM1
YHR085W,IPI1
YHR079C,IRE1
YHR158C,KEL1
YHR102W,KIC1
YHR186C,KOG1
YHR082C,KSP1
YHL003C,LAG1
YHR155W,LAM1
YHR080C,LAM4
YHR002W,LEU5
YHR156C,LIN1
YHR192W,LNP1
YHR081W,LRP1
YHR121W,LSM12
YHR024C,MAS2
YHL018W,MCO14
YHR194W,MDM31
YHR058C,MED6
YHR015W,MIP6
YHR204W,MNL1
YHR162W,MPC2
YHL004W,MRP4
YHR147C,MRPL6
YHR039C,MSC7
YHR120W,MSH1
YHR091C,MSR1
YHR151C,MTC6
YHR168W,MTG2
YHL036W,MUP3
YHR023W,MYO1
YHR086W,NAM8
YHR199C-A,NBL1
YHR042W,NCP1
YHR124W,NDT80
YHR035W,NEL1
YHR004C,NEM1
YHR077C,NMD2
YHR170W,NMD3
YHR072W-A,NOP10
YHL023C,NPR3
YHR133C,NSG1
YHR195W,NVJ1
YHL029C,OCA5
YHL020C,OPI1
YHR118C,ORC6
YHR073W,OSH3
YHR001W,OSH7
YHL013C,OTU2
YHR179W,OYE2
YHR097C,PAL2
YHR063C,PAN5
YHL046C,PAU13
YHR071W,PCL5
YHR160C,PEX18
YHR150W,PEX28
YHR185C,PFS1
YHR215W,PHO12
YHR034C,PIH1
YHR075C,PPE1
YHR201C,PPX1
YHR165C,PRP8
YHL011C,PRS3
YHR076W,PTC7
YHR189W,PTH1
YHR037W,PUT2
YHL045W,PXP3
YHR001W-A,QCR10
YHR074W,QNS1
YHR157W,REC104
YHR182W,RGD3
YHL027W,RIM101
YHL024W,RIM4
YHR197W,RIX1
YHR177W,ROF1
YHR143W-A,RPC10
YHR088W,RPF1
YHL001W,RPL14B
YHR010W,RPL27A
YHR141C,RPL42B
YHL033C,RPL8A
YHR027C,RPN1
YHR200W,RPN10
YHR062C,RPP1
YHL015W,RPS20
YHR021C,RPS27B
YHR203C,RPS4B
YHR038W,RRF1
YHR031C,RRM3
YHR065C,RRP3
YHR069C,RRP4
YHR056C,RSC30
YHR087W,RTC3
YHR154W,RTT107
YHR079C-A,SAE3
YHR083W,SAM35
YHR103W,SBE22
YHL034C,SBP1
YHR205W,SCH9
YHR119W,SET1
YHR207C,SET5
YHR098C,SFB3
YHL006C,SHU1
YHR149C,SKG6
YHR206W,SKN7
YHR030C,SLT2
YHR050W,SMF2
YHR202W,SMN1
YHL025W,SNF6
YHR008C,SOD2
YHR163W,SOL3
YHR172W,SPC97
YHR136C,SPL2
YHL022C,SPO11
YHR152W,SPO12
YHR014W,SPO13
YHR153C,SPO16
YHR139C,SPS100
YHR041C,SRB2
YHR066W,SSF1
YHR184W,SSP1
YHR064C,SSZ1
YHR178W,STB5
YHR084W,STE12
YHL007C,STE20
YHR006W,STP2
YHR181W,SVP26
YHR003C,TCD1
YHR159W,TDA11
YHR009C,TDA3
YHR167W,THP2
YHR025W,THR1
YHR005C-A,TIM10
YHR117W,TOM71
YHR099W,TRA1
YHR070W,TRM5
YHR106W,TRR2
YHR111W,UBA4
YHR196W,UTP9
YHR039C-A,VMA10
YHR026W,VMA16
YHR060W,VMA22
YHL035C,VMR1
YHR012W,VPS29
YHL028W,WSC4
YHR134W,WSS1
YHR161C,YAP1801
YHL009C,YAP3
YHR135C,YCK1
YHR029C,YHI9
YHR048W,YHK8
YHL014C,YLF2
YHR090C,YNG2
YHR105W,YPT35
YHR017W,YSC83
YHR016C,YSC84
YHL002C-A,YHL002C-A
YHL005C,YHL005C
YHL006W-A,YHL006W-A
YHL008C,YHL008C
YHL009W-A,YHL009W-A
YHL009W-B,YHL009W-B
YHL012W,YHL012W
YHL015W-A,YHL015W-A
YHL017W,YHL017W
YHL019W-A,YHL019W-A
YHL026C,YHL026C
YHL030W-A,YHL030W-A
YHL034W-A,YHL034W-A
YHL037C,YHL037C
YHL041W,YHL041W
YHL042W,YHL042W
YHL046W-A,YHL046W-A
YHL048C-A,YHL048C-A
YHL049C,YHL049C
YHL050C,YHL050C
YHL050W-A,YHL050W-A
YHR007C-A,YHR007C-A
YHR020W,YHR020W
YHR022C,YHR022C
YHR022C-A,YHR022C-A
YHR028W-A,YHR028W-A
YHR032C-A,YHR032C-A
YHR032W-A,YHR032W-A
YHR033W,YHR033W
YHR049C-A,YHR049C-A
YHR050W-A,YHR050W-A
YHR052C-B,YHR052C-B
YHR052W-A,YHR052W-A
YHR054C,YHR054C
YHR054C-B,YHR054C-B
YHR054W-A,YHR054W-A
YHR056W-A,YHR056W-A
YHR063W-A,YHR063W-A
YHR069C-A,YHR069C-A
YHR070C-A,YHR070C-A
YHR071C-A,YHR071C-A
YHR073C-B,YHR073C-B
YHR073W-A,YHR073W-A
YHR078W,YHR078W
YHR086W-A,YHR086W-A
YHR095W,YHR095W
YHR112C,YHR112C
YHR125W,YHR125W
YHR127W,YHR127W
YHR130C,YHR130C
YHR131C,YHR131C
YHR131W-A,YHR131W-A
YHR137C-A,YHR137C-A
YHR138C,YHR138C
YHR139C-A,YHR139C-A
YHR140W,YHR140W
YHR145C,YHR145C
YHR165W-A,YHR165W-A
YHR173C,YHR173C
YHR175W-A,YHR175W-A
YHR180C-B,YHR180C-B
YHR180W,YHR180W
YHR180W-A,YHR180W-A
YHR182C-A,YHR182C-A
YHR193C-A,YHR193C-A
YHR210C,YHR210C
YHR212C,YHR212C
YHR212W-A,YHR212W-A
YHR213W,YHR213W
YHR213W-A,YHR213W-A
YHR213W-B,YHR213W-B
YHR214C-B,YHR214C-B
YHR214C-C,YHR214C-C
YHR214C-D,YHR214C-D
YHR214C-E,YHR214C-E
YHR214W,YHR214W
YHR214W-A,YHR214W-A
YHR217C,YHR217C
YHR218W,YHR218W
YHR218W-A,YHR218W-A
YHR219C-A,YHR219C-A
YHR219W,YHR219W
YJR155W,AAD10
YJR108W,ABM1
YJR083C,ACF4
YJL200C,ACO2
YJR105W,ADO1
YJL046W,AIM22
YJL131C,AIM23
YJR080C,AIM24
YJR100C,AIM25
YJL122W,ALB1
YJL084C,ALY2
YJR047C,ANB1
YJR005W,APL1
YJL075C,APQ13
YJR058C,APS2
YJL024C,APS3
YJL071W,ARG2
YJL088W,ARG3
YJR065C,ARP3
YJL081C,ARP4
YJL115W,ASF1
YJL170C,ASG7
YJL178C,ATG27
YJL185C,ATG36
YJL180C,ATP12
YJR121W,ATP2
YJR001W,AVT1
YJR148W,BAT2
YJL020C,BBC1
YJL095W,BCK1
YJL031C,BET4
YJR053W,BFA1
YJR089W,BIR1
YJL058C,BIT61
YJR025C,BNA1
YJR078W,BNA2
YJL060W,BNA3
YJL188C,BUD19
YJR092W,BUD4
YJR011C,CAL4
YJR060W,CBF1
YJL209W,CBP1
YJL014W,CCT3
YJR064W,CCT5
YJL111W,CCT7
YJL008C,CCT8
YJR076C,CDC11
YJL194W,CDC6
YJR057W,CDC8
YJL049W,CHM7
YJL099W,CHS6
YJL158C,CIS3
YJL062W-A,COA3
YJR161C,COS5
YJL003W,COX16
YJR109C,CPA2
YJR032W,CPR7
YJL172W,CPS1
YJL006C,CTK2
YJR048W,CYC1
YJL005W,CYR1
YJR152W,DAL5
YJR150C,DAN1
YJR151C,DAN4
YJL149W,DAS1
YJL065C,DLS1
YJR120W,DMO1
YJL090C,DPB11
YJL133C-A,DPI8
YJR082C,EAF6
YJL201W,ECM25
YJR106W,ECM27
YJR129C,EFM3
YJL196C,ELO1
YJR088C,EMC2
YJR125C,ENT3
YJL167W,ERG20
YJR017C,ESS1
YJL085W,EXO70
YJL157C,FAR1
YJL155C,FBP26
YJR093C,FIP1
YJL161W,FMP33
YJL125C,GCD14
YJR031C,GEA1
YJR040W,GEF1
YJL137C,GLG2
YJL184W,GON7
YJR013W,GPI14
YJR090C,GRR1
YJL101C,GSH1
YJL103C,GSM1
YJL091C,GWT1
YJL044C,GYP6
YJL110C,GZF3
YJL165C,HAL5
YJR069C,HAM1
YJL033W,HCA4
YJR140C,HIR3
YJR055W,HIT1
YJR147W,HMS2
YJR075W,HOC1
YJR139C,HOM6
YJL159W,HSP150
YJR036C,HUL4
YJR158W,HXT16
YJL214W,HXT8
YJL219W,HXT9
YJR122W,IBA57
YJL077C,ICS3
YJL146W,IDS2
YJL057C,IKS1
YJR118C,ILM1
YJR016C,ILV3
YJL221C,IMA4
YJL216C,IMA5
YJR094C,IME1
YJL106W,IME2
YJR138W,IML1
YJL082W,IML2
YJL153C,INO1
YJR141W,IPA1
YJL037W,IRC18
YJL051W,IRC8
YJL142C,IRC9
YJR050W,ISY1
YJL073W,JEM1
YJR119C,JHD2
YJL162C,JJJ2
YJR097W,JJJ3
YJR091C,JSN1
YJL034W,KAR2
YJR054W,KCH1
YJL094C,KHA1
YJL174W,KRE9
YJL207C,LAA1
YJL062W,LAS21
YJL134W,LCB3
YJR070C,LIA1
YJR107W,LIH1
YJL055W,LOG1
YJL038C,LOH1
YJL100W,LSB6
YJL124C,LSM1
YJR022W,LSM8
YJR005C-A,LSO1
YJL030W,MAD2
YJL013C,MAD3
YJL199C,MBB1
YJR135C,MCM22
YJL127C-B,MCO6
YJR024C,MDE1
YJL112W,MDV1
YJL102W,MEF2
YJR010W,MET3
YJR137C,MET5
YJR144W,MGM101
YJR008W,MHO1
YJL042W,MHP1
YJR077C,MIR1
YJR039W,MLO127
YJL183W,MNN11
YJR061W,MNN14
YJL186W,MNN5
YJR131W,MNS1
YJR074W,MOG1
YJR160C,MPH3
YJL066C,MPM1
YJR002W,MPP10
YJL019W,MPS3
YJL096W,MRPL49
YJL063C,MRPL8
YJL133W,MRS3
YJR003C,MRX12
YJL123C,MTC1
YJL050W,MTR4
YJL116C,NCA3
YJL205C,NCE101
YJL076W,NET1
YJL126W,NIT2
YJR132W,NMD5
YJR112W,NNF1
YJL010C,NOP9
YJR072C,NPA3
YJL041W,NSP1
YJR062C,NTA1
YJL208C,NUC1
YJL039C,NUP192
YJL061W,NUP82
YJR042W,NUP85
YJR073C,OPI3
YJL212C,OPT1
YJR051W,OSM1
YJL002C,OST1
YJL104W,PAM16
YJL223C,PAU1
YJL128C,PBS2
YJL053W,PEP8
YJL023C,PET130
YJR034W,PET191
YJL210W,PEX2
YJL179W,PFD1
YJR153W,PGU1
YJL117W,PHO86
YJL198W,PHO90
YJL097W,PHS1
YJL160C,PIR5
YJR143C,PMT4
YJR006W,POL31
YJR043C,POL32
YJL001W,PRE3
YJL108C,PRM10
YJL203W,PRP21
YJL079C,PRY1
YJL078C,PRY3
YJL072C,PSF2
YJR059W,PTK2
YJR111C,PXP2
YJL166W,QCR8
YJR035W,RAD26
YJR052W,RAD7
YJR033C,RAV1
YJL181W,RBH1
YJR030C,RBH2
YJL204C,RCY1
YJR021C,REC107
YJL217W,REE1
YJL173C,RFA3
YJR068W,RFC2
YJL026W,RNR2
YJL144W,ROQ1
YJR063W,RPA12
YJL148W,RPA34
YJL140W,RPB4
YJL011C,RPC17
YJL121C,RPE1
YJL177W,RPL17B
YJL189W,RPL39
YJR094W-A,RPL43B
YJL191W,RPS14B
YJL136C,RPS21B
YJL190C,RPS22A
YJR145C,RPS4A
YJR123W,RPS5
YJL025W,RRN7
YJR127C,RSF2
YJR101W,RSM26
YJR113C,RSM7
YJL047C,RTT101
YJR004C,SAG1
YJL098W,SAP185
YJL080C,SCP160
YJL045W,SDH9
YJL168C,SET2
YJL105W,SET4
YJR095W,SFC1
YJL145W,SFH5
YJR134C,SGM1
YJL089W,SIP4
YJL074C,SMC3
YJL147C,SMT1
YJL151C,SNA3
YJL036W,SNX4
YJR104C,SOD1
YJL192C,SOP4
YJR159W,SOR1
YJR010C-A,SPC1
YJL127C,SPT10
YJL092W,SRS2
YJR045C,SSC1
YJL156C,SSY5
YJR086W,STE18
YJR117W,STE24
YJR130C,STR2
YJR007W,SUI2
YJL187C,SWE1
YJL176C,SWI3
YJL004C,SYS1
YJL035C,TAD2
YJR046W,TAH11
YJL083W,TAX4
YJR116W,TDA4
YJL052W,TDH1
YJR009C,TDH2
YJR019C,TES1
YJR156C,THI11
